"0","1","2","3","4","5","6","7","8","9","10","11","12","$oid","review_id","user_id","business_id","stars","useful","funny","cool","text","date","$oid (right)"
341,"loRoCo53b30zgHZ_mIMatQ","Amrheins","80 W Broadway","Boston","MA","02127",42.3418764,-71.055116,3.5,436,1,"American (New), Nightlife, Breakfast & Brunch, Restaurants, Bars, Event Planning & Services, American (Traditional), Caterers","61aca52666e2b451ab58aabf","3954wiwpivM8DRo-Nsy8EQ","FOSBEp-6L0-wghvie0wOqw","loRoCo53b30zgHZ_mIMatQ",4,3,0,0,"Very upscale - I took my mother here for lunch and was wowed by the decor, the renovations certainly spiffied the place up. 

The food was very good - in large portions, but was not cheap. 

Nice bar area, lots of flatscreens all around. All in all, I would probably come here again just for a beer and some bar food, not for a full meal.",1144952298000,"61aca64ba536b27596ec2940"
2039,"YMwzbodNWxRxhY1Wz5gE1A","Roxy's Gourmet Grilled Cheese","","Boston","MA","02118",42.3377967,-71.0705763,4,276,1,"Food, Food Trucks, Sandwiches, Street Vendors, Food Stands, Restaurants","61aca52666e2b451ab58aba4","O7naV-bXx_DfYNhXt0q_vQ","NSIz53C2Mwso64QijTUAlA","YMwzbodNWxRxhY1Wz5gE1A",5,0,0,0,"Just had my first Roxy's Grilled Cheese.  A-mazing!  Absolutely loved it, great idea & great food!",1311870873000,"61aca64ba536b27596ec294c"
3625,"CcSwOuC87DRw6ncTkmuYKQ","Holy Grain Coffee Shop","6735 Conroy Rd, Ste 109","Orlando","FL","32835",28.494093907,-81.4746515117,4.5,131,1,"Sandwiches, Restaurants, Food, Coffee & Tea, Salad, Juice Bars & Smoothies","61aca52666e2b451ab58ac8b","3kUkHOgr_vpr4bvS3HY1ig","gvqLP6TdLl8IHRn6xfnpDA","CcSwOuC87DRw6ncTkmuYKQ",5,0,0,0,"Really cute spot to sit and hang out with people or quietly work on stuff. The music is soft and not distracting, which I love. There are four small tables and a big table for people to share, plus a cute corner with comfy chairs. 

I got a lavender latte, and I LOVE it. Perfectly steamed milk, fun latte art, and though I can't really taste the espresso through the lavender I'm sure it's also great.",1525801279000,"61aca64ba536b27596ec27c7"
1206,"ZjizmUFYq7NP8N-FAbtzFw","Herrera's","11 Temple Pl","Boston","MA","02111",42.3552702,-71.0625677,3.5,137,1,"Restaurants, Mexican, Delis","61aca52666e2b451ab58ab31","Gv8L6uWIUG93HUlFn-Muvw","vKJyhAwueBFI5aGvD9ZcIw","ZjizmUFYq7NP8N-FAbtzFw",4,0,0,0,"The Cart in the middle of DTC has good Burritos.

I get the fajita wrap which with my specifications entails: rice, cheese, guac, salsa, hot sauce, steak, grilled onions and peppers and sour cream.  It is superb.  Not cheap for a street vendor (Large is $6.50 plus a buck or so for guac), but very good.",1249330717000,"61aca64ba536b27596ec278c"
2231,"vC3J4WfPJRLi3JqePLcFjA","Akasaka","7786 W Sand Lake Rd","Orlando","FL","32819",28.448672,-81.48961,3.5,314,1,"Japanese, Sushi Bars, Restaurants","61aca52666e2b451ab58abb2","KoTPcb3EL6OlBFjxk6YLiQ","DFXSEnheiHpmXS1yalTHmQ","vC3J4WfPJRLi3JqePLcFjA",1,0,0,0,"Not upset just disappointed. We waited over an hour for rolls and a few apps. The fish and soy sauce had little flavor and the rolls were very very small. Left hungry and sad :(",1535938180000,"61aca64ba536b27596ec2833"
2297,"J4Oln2xg4LR9_jbRuQNYjQ","Amelia's Taqueria","309 Huntington Ave","Boston","MA","02115",42.3411809027,-71.0874344975,3.5,160,1,"Restaurants, Mexican","61aca52666e2b451ab58abbb","Jgv-8q1tgbNtfNCVz3I-4g","BaeWFD5Ff7Kbpq3u-Iu3iA","J4Oln2xg4LR9_jbRuQNYjQ",5,0,0,0,"This place has fresh, authentic food. It's always very clean, and the people are really nice. If you live near them like I do, you'll see that they get daily shipments of fresh food, all of which go straight into proper storage. 

Also one time I forgot my debit card and they gave me a free burrito.",1446767361000,"61aca64ba536b27596ec274f"
2297,"J4Oln2xg4LR9_jbRuQNYjQ","Amelia's Taqueria","309 Huntington Ave","Boston","MA","02115",42.3411809027,-71.0874344975,3.5,160,1,"Restaurants, Mexican","61aca52666e2b451ab58abbb","3i7H8Pf1PnTGJervPQHu6g","mGfzD4EfXbbyYx0o3A-d6A","J4Oln2xg4LR9_jbRuQNYjQ",4,0,0,0,"Great service - they are very nice here. Ingredients are all fresh (veggies look like actually veggies and not oily). Al pastor is great meat to try and spicey chicken is the most popular (it is medium spicey). Guac and sour cream do cost extra and may not be worth it to add all of them.",1420328939000,"61aca64ba536b27596ec27be"
2932,"Qydynzc1ApxsSkVNEgPs9A","Miller's Ale House - Orlando","8963 International Dr","Orlando","FL","32819",28.4348799165,-81.4716329575,3.5,535,1,"Burgers, Sports Bars, Restaurants, Nightlife, Bars, Seafood, American (Traditional), American (New)","61aca52666e2b451ab58ac01","ldGCo22ax_ZvHV8TgE27Pg","Df1kUPqooB1FrnwvXi5HsQ","Qydynzc1ApxsSkVNEgPs9A",1,0,1,0,"I love ale house. I'm here all the time. The 1 star isn't for the place or for the service. The 1 star is for the management. You give absolutely zero respect to the game of soccer.

I've been coming here since you opened and I've seen numerous times where you understaff for finals of tournaments where years past have shown you will be at capacity. 

It's a shame you have a great establishment and great employees. If only management could sort it out this place would be 5 stars",1405277984000,"61aca64ba536b27596ec2720"
1345,"QdzRS1s0tSltIokm2xV-kA","Border Grill Fresh-Mex","5695-A Vineland Rd","Orlando","FL","32819",28.483564,-81.456769,4.5,1203,1,"Latin American, Mexican, Restaurants, Tex-Mex","61aca52666e2b451ab58ab5e","rjOyrYbruCLU_1NR1DuCUA","RdWN6TERgxEwDsZzzThLBw","QdzRS1s0tSltIokm2xV-kA",5,0,0,0,"My friends and I were in town at Universal and wanted to skip the chain restaurants and Theme Park food...we decided to try this place out and were not disappointed. Authentic Mexican food and friendly homey environment. Will definitely be back our next trip to Orlando.",1515533013000,"61aca64ba536b27596ec2751"
1345,"QdzRS1s0tSltIokm2xV-kA","Border Grill Fresh-Mex","5695-A Vineland Rd","Orlando","FL","32819",28.483564,-81.456769,4.5,1203,1,"Latin American, Mexican, Restaurants, Tex-Mex","61aca52666e2b451ab58ab5e","qMheMDUPwIWU2wSldL4FHQ","kQCTdXgQu4_JmSZaI1sRBQ","QdzRS1s0tSltIokm2xV-kA",5,1,0,0,"For over a year now I have come to Border Grill and they are still the best taqueria in Orlando. 

Don't be afraid... Try the lengua (tongue) taco! :)",1375547992000,"61aca64ba536b27596ec27bf"
1345,"QdzRS1s0tSltIokm2xV-kA","Border Grill Fresh-Mex","5695-A Vineland Rd","Orlando","FL","32819",28.483564,-81.456769,4.5,1203,1,"Latin American, Mexican, Restaurants, Tex-Mex","61aca52666e2b451ab58ab5e","O7KmKFIxdSumNFrNjnYCzw","jzLykUPNBjaYJoKwqQahxQ","QdzRS1s0tSltIokm2xV-kA",4,0,0,0,"Yum!  If you know me, tacos and breakfast are my favorite meals so I know a thing or two about them. So, if you like authentic Mexican tacos(or even the Americanized version I got) you'll want to hurry here.  It's in a small unassuming shopping center but it was definitely worth the trip from my place in Audubon Park. We were a party 7 and ordered a few chips and salsa and cheese dips for the table.  The service was quick and friendly and the food was great!  I'll definitely be back!",1399489300000,"61aca64ba536b27596ec28b7"
1345,"QdzRS1s0tSltIokm2xV-kA","Border Grill Fresh-Mex","5695-A Vineland Rd","Orlando","FL","32819",28.483564,-81.456769,4.5,1203,1,"Latin American, Mexican, Restaurants, Tex-Mex","61aca52666e2b451ab58ab5e","-t8yq831CQHmtPaYNbJd_A","_SILGRwdb-qnd-obrmZsxQ","QdzRS1s0tSltIokm2xV-kA",5,0,0,0,"Food was excellent and quickly prepared. They use top quality ingredients and serve large portions for a great price. I highly recommend!",1443053616000,"61aca64ba536b27596ec286a"
1345,"QdzRS1s0tSltIokm2xV-kA","Border Grill Fresh-Mex","5695-A Vineland Rd","Orlando","FL","32819",28.483564,-81.456769,4.5,1203,1,"Latin American, Mexican, Restaurants, Tex-Mex","61aca52666e2b451ab58ab5e","WWsKpPdPcvhs630g7XrhsQ","TJU_-0o68GonSwm7pK_hdQ","QdzRS1s0tSltIokm2xV-kA",4,2,0,1,"Being from California, my husband and I are always on the hunt for some authentic Mexican food, which we have a very hard time finding living in the panhandle. While on vacation in Orlando I took to yelp to find us a good dinner after being sick of eating theme park food for three days! When I saw border grill I was sold. Hole in the wall local places are my favorite! Especially considering I work in one so that might make me a little biased:) 
When we got there it was packed and it made me so ready to eat some good food! All the reviews I read said you order at the counter so we walked up and stood there for a while while the girls were busy behind the counter filling drinks and using the register. We patiently waited but no one looked up.. Maybe they were too involved in their work, I don't know. Eventually a girl walked by and said have a seat anywhere you'd like. Okay, so we sit outside at one of the only available tables in the place. I made eye contact with our waitress (the one who told us to sit anywhere so she knew we were wanting to eat there) at least 3 times and still she never came out for AT LEAST 5 minutes. Being a waitress this is unacceptable leaving a table sitting not greeted that long. We listened to the table behind us complaining about the time they had been waiting for their food. Finally they wave her outside and she talks to them, apologizes for the wait and gets their food out promptly. We then think... Okay this is it she's going to acknowledge us. Nope she just walked by again. Finally when she brings them some drink refills she walks by and says are you wanting to order? Um well we need menus we've never been here and she says ""oh you want to dine here?"" 
Who knows maybe sitting outside means you want it togo but I was assuming we could sit anywhere like she said and that was the only place that had open tables. 
After we got menus and drinks everything went smooth from there- 
We used yelps check in deal to get free chips, salsa and queso! Added bonus- we got a little guacamole too! My husband is a huge queso fan so he devoured that. I was partial to the guacamole so we were both happy with that. we both ordered the Chicago burrito recommended from fellow yelpers and they did not disappoint! I ordered mine with shredded chicken and my husband ordered the al pastor(pork) we were in HEAVEN!!! They also have a caddy of different hot sauces that we poured all over our burritos! Super good. The hottest one is the bright green and it wasn't so hot I couldn't handle it it was very good! Try it you won't be sorry! After the other tables left our server was way more attentive so maybe she was just overwhelmed and the food was so good we left very happy. I wish I could pick up this place and bring it home with me. The food was THAT good. Try it, just maybe sit inside so you get service a little faster.",1420318142000,"61aca64ba536b27596ec2943"
1345,"QdzRS1s0tSltIokm2xV-kA","Border Grill Fresh-Mex","5695-A Vineland Rd","Orlando","FL","32819",28.483564,-81.456769,4.5,1203,1,"Latin American, Mexican, Restaurants, Tex-Mex","61aca52666e2b451ab58ab5e","9NVVQeDtC9kt8mu6vpkUIA","UzA2kfNZ2xMJnLJOQtc1zA","QdzRS1s0tSltIokm2xV-kA",4,0,0,0,"The tacos are solid!!!  I would say they were a tad dry but really awesome! We tried the chorizo, pastor, chicken, steak. My girls had a chicken quesadilla and they cleaned their plate! A shining star here is the Guacamole!",1340674021000,"61aca64ba536b27596ec28b5"
2823,"lt1ug5EbtOKY2WagY62U3g","Zo Greek","3 Center Plz","Boston","MA","02108",42.360484,-71.060919,4.5,352,1,"Restaurants, Greek, Sandwiches, Salad","61aca52666e2b451ab58ac11","9EX1Xm48Po1rX65U_2odWQ","SCTuKrEe8aimaU0-yXMVwA","lt1ug5EbtOKY2WagY62U3g",5,3,2,2,"The best $7 you will spend on lunch in the area! Talking about the Gyros..They put some sandwiches to shame. WOW, this thing was:
Fresh..Juicy..Meaty..Yummyyyy

This little no frills place packs the punch. I went in there after being cooped up inside with a cold and was craving something good. Even though my appetite was lacking, I put that whole thing down and felt great after! 

Zooooo Gooood!!!!!",1290394404000,"61aca64ba536b27596ec2799"
29,"jGennaZUr2MsJyRhijNBfA","Legal Sea Foods","1 Harborside Dr","Boston","MA","02128",42.3634422,-71.0257812,3.5,856,1,"Sandwiches, Food, Restaurants, Breakfast & Brunch, Seafood, Italian, Beer, Wine & Spirits, Cocktail Bars, Gluten-Free, Nightlife, Bars, Salad","61aca52666e2b451ab58aac5","CuXWfJvlxOAqJvqqAsHvGQ","pDIZYh9dIWKc2qUHO7j9Ww","jGennaZUr2MsJyRhijNBfA",5,1,0,0,"Never in years of Legal Seafood dedication have I had a bad meal here, EVER. A crab roll comes on a buttered & grilled roll so light it's almost ethereal. Really it's an amazing roll and just amplifies the quality of the crabmeat. 

The salads are terrific but the best part might be the servers. Warm, attentive and helpful, just trust me- you'll eat here every chance you get!",1491600218000,"61aca64ba536b27596ec2715"
1241,"kVI7NL59MPnYTx3Lg6PMTw","Aragosta Bar and Bistro","3 Battery Wharf","Boston","MA","02109",42.36723966,-71.0500660036,3,167,0,"Restaurants, Italian, Bistros, Nightlife, Bars","61aca52666e2b451ab58ab37","z_VY1RNU2nWO6kaAVt28nw","-RYue2CCuEcmwZPb9g-gPw","kVI7NL59MPnYTx3Lg6PMTw",4,0,0,0,"Great food. Recommend the grilled shrimp app, white bean soup, Brussels sprouts, risotto, and lamb. Great wine selection and interesting cocktail menu. 

Good service. Friendly hostess and server. Good wine presentation. Nice outdoor seating. 

The fire pits outside are fabulous and offer something different. Call ahead to reserve one. Upscale ambience.",1435952200000,"61aca64ba536b27596ec2750"
1241,"kVI7NL59MPnYTx3Lg6PMTw","Aragosta Bar and Bistro","3 Battery Wharf","Boston","MA","02109",42.36723966,-71.0500660036,3,167,0,"Restaurants, Italian, Bistros, Nightlife, Bars","61aca52666e2b451ab58ab37","iz89hnkkU5MXSvODiIKiaA","qjR9zvwHjJi360ov9o_Wig","kVI7NL59MPnYTx3Lg6PMTw",4,0,0,0,"There is definitely a wow factor when you enter the restaurant from the hotel.  The dim lighting and decor is very classy and chic.  Despite having a reservation and the restaurant not being very crowded, we had to wait about 10-15 minutes before being seated.  Once seated, the waitstaff was very attentive and friendly.  Our waiter knew the menu well and was able to provide suggestions based on what my friend and I were in the mood for.  Because it was Dine Out Boston, there was a pre-fixe menu to choose courses from for $38, with several items to add for an up-charge.  We started with the tuna tartar, which was nice and fresh, although had a ""different"" flavor to it which I could not pick up on and did not love.  The quail yoke on the tuna tartar was neat, but did not provide much flavor.  We also shared the porcini flatbread, which was thin and crispy with a subtle mushroom flavor-not too overbearing.  I had the scallop entree, which came with four large, nicely seared scallops over mashed cauliflower, with roasted cauliflower, broccoli and golden raisins.  This dish was delicious and not too heavy-the waiter steered me in the right direction!  My friend had the bolognese, which was a mix of veal and oxtail, served over home-made rigatoni.  This was also delicious, with right amount of sauce over the pasta and a nice portion size.  For dessert, we shared the tiramisu with dolce de leche gelato.  It was good- but I was hoping it would be better, seeing we were in the North End.  The bottom layer was overly moist and the top layers were quite dry.  Overall, we had an enjoyable meal.  In the future, I'd like to eat outside as the seating is on the water.",1408908955000,"61aca64ba536b27596ec2839"
